"LOC","STA","STATION","C","BAND","SPN","NUMB","SPEC","AGE","HA","WRP","SEX","HS","SK","CP","BP","F","BM","FM","FW","JP","WNG","WEIGHT","STATUS","DATE","TIME","NET","ANET","DISP","PPC","SSC","PPF","SSF","TT","RR","HD","UPP","UNP","BPL","NF","FP","N","B","A","BRSTAT","IP","SP","year"
"SISK",11101,"HCME","U",,150700,"13570","BCCH","0",,,"U",,,,,,,,,,0,0,"000",2009-06-01,"090","01","01",,,,,,,,,,,,,"-","U","*","*","U","04","A",2009
"SISK",11101,"HCME","U","7028",150700,"13570","BCCH","1","P",,"U",,,"0","0","0","0","N","1","0",61,10.3,"000",2010-05-24,"061","02","02","D",,,,,,,,,,,,"-","-","*","*","U","03","A",2010
"SISK",11101,"HCME","N","192088563",150700,"13570","BCCH","2","U",,"U",,"0",,,"0",,,,,58,9.6,"300",1992-07-13,"093","02","02",,,,,,,,,,,,,"-","-","+","-","U","08","A",1992
"SISK",11101,"HCME","N","196049145",150700,"13570","BCCH","2","PS",,"U",,"0",,,"1",,,,,60,10.2,"300",1993-07-20,"094","02","02",,,,,,,,,,,,,"-","-","-","-","U","09","A",1993
"SISK",11101,"HCME","N","199024507",150700,"13570","BCCH","2","SJ",,"U",,"1","0","0","0","0","N","0","1",60,0,"300",1997-07-21,"070","01","01",,,,,,,,,,,,,"-","-","-","-","U","09","A",1997
"SISK",11101,"HCME","R","199024507",150700,"13570","BCCH","5","R",,"U",,,"0","0","0","0","N","1","0",60,10.2,"300",1998-05-22,"091","01","01",,,,,,,,,,,,,"-","-","-","-","U","03","A",1998
"SISK",11101,"HCME","N","212061081",150700,"13570","BCCH","1","P",,"U",,,"0","0","0","0","N","1","0",59,10.3,"300",1998-05-22,"091","01","01",,,,,,,,,,,,,"-","-","-","-","U","03","A",1998
"SISK",11101,"HCME","R","212061300",150700,"13570","BCCH","1","P",,"F","B",,"0","2","0","0","N","2","0",58,0,"300",1999-06-22,"060","05","05",,,,,,,,,,,,,"-","-","-","-","U","06","A",1999
"SISK",11101,"HCME","N","212095087",150700,"13570","BCCH","2","S",,"U",,"0","0","0","2","4","N","0","0",61,11,"300",2001-07-31,"092","04","04",,,,,,,,,,,,,"-","-","-","-","U","10","A",2001
"SISK",11101,"HCME","N","216052033",150700,"13570","BCCH","1","P",,"U",,,"0","0","0","0","N","2","0",61,10.2,"300",1999-06-01,"073","01","01",,,,,,,"1",,,,,,"-","-","-","-","U","04","A",1999
"SISK",11101,"HCME","R","216052033",150700,"13570","BCCH","1","P",,"U",,,"0","0","0","0","N","3","0",59,10,"300",1999-06-22,"083","05","05",,,,,,,,,,,,,"-","-","-","-","U","06","A",1999
"SISK",11101,"HCME","N","216052072",150700,"13570","BCCH","2","J",,"U",,,"0","0","2","0","N","0","2",59,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052073",150700,"13570","BCCH","2","J",,"U",,,"0","0","3","0","N","0","2",58,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052074",150700,"13570","BCCH","2","J",,"U",,,"0","0","2","0","N","0","2",57,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052075",150700,"13570","BCCH","2","J",,"U",,,"0","0","1","0","N","0","2",62,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052076",150700,"13570","BCCH","2","J",,"U",,,"0","0","2","0","N","0","2",58,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052077",150700,"13570","BCCH","0",,,"U",,,"0","0","2","0","N","0","0",63,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052078",150700,"13570","BCCH","2","J",,"U",,,"0","0","1","0","N","0","2",62,0,"300",1999-07-12,"112","01","01",,,,,,,,,,,,,"-","-","-","-","U","08","A",1999
"SISK",11101,"HCME","N","216052159",150700,"13570","BCCH","2","S",,"U",,"0","0","0","0","4","N","1","0",59,10.4,"300",1999-07-30,"084","02","02",,,,,,,,,,,,,"-","-","-","-","U","10","A",1999
"SISK",11101,"HCME","N","216052347",150700,"13570","BCCH","1","S",,"U",,"6","0","0","0","0","N","2","0",61,11.1,"300",2000-06-21,"075","04","04",,,,,,,,,,,,,"-","-","-","-","U","06","A",2000
"SISK",11101,"HCME","N","216052396",150700,"13570","BCCH","2","S",,"U",,"1","0","0","0","0","N","0","0",61,10.9,"300",2000-07-10,"081","05","05",,,,,,,,,,,,,"-","-","-","-","U","08","A",2000
"SISK",11101,"HCME","N","216052499",150700,"13570","BCCH","2","S",,"U",,"1","0","0","0","2","N","0","0",61,0,"300",2000-07-31,"080","01","01",,,,,,,,,,,,,"-","-","-","-","U","10","A",2000
"SISK",11101,"HCME","N","225050018",150700,"13570","BCCH","1","P",,"M","C",,"2","0","2","0","N","2","0",62,10.7,"300",2002-05-22,"104","02","02",,,,,,,,,,,,,"-","-","-","-","U","03","A",2002
"SISK",11101,"HCME","N","225050029",150700,"13570","BCCH","5","P",,"U",,,"1","0","0","0","N","2","0",62,0,"300",2002-05-31,"073","02","02",,,"5",,,,,,,,,,"-","-","-","-","U","04","A",2002
"SISK",11101,"HCME","R","225050029",150700,"13570","BCCH","6","R",,"U",,,"1","0","0","0","N","2","0",62,11.2,"300",2003-05-21,"082","01","01",,,,,,,,,,,,,"-","-","-","-","U","03","A",2003
"SISK",11101,"HCME","R","225050029",150700,"13570","BCCH","6","R",,"U",,,"1","0","1","0","N","2","0",63,11,"300",2003-06-02,"075","01","01",,,,,,,,,,,,,"-","-","-","-","U","04","A",2003
"SISK",11101,"HCME","N","227050008",150700,"13570","BCCH","1","M",,"U",,,"0","0","0","1","S","1","0",63,11.1,"300",2004-07-12,"092","01","01",,,,,,,,,,,,,"-","-","B","-","U","08","A",2004
"SISK",11101,"HCME","R","227050008",150700,"13570","BCCH","6","R",,"U",,,"0","0","0","0","N","1","0",64,11.3,"300",2005-06-14,"060","01","01",,,,,,,,,,,,,"-","-","-","-","U","05","A",2005
"SISK",11101,"HCME","R","227050008",150700,"13570","BCCH","6","R",,"U",,"6","1","0","0","0","S","1","0",61,0,"300",2005-07-06,"081","02","02",,,,,,,,,,,,,"-","-","-","-","U","07","A",2005
"SISK",11101,"HCME","N","227050009",150700,"13570","BCCH","2","S",,"U",,"1","0","0","0","0","N","0","0",61,10.3,"300",2004-07-12,"092","01","01",,,,,,,,,,,,,"-","-","B","-","U","08","A",2004
"SISK",11101,"HCME","N","227050012",150700,"13570","BCCH","1","M",,"U",,,"0","0","1","3","S","0","0",58,0,"300",2004-07-12,"102","01","01",,,,,,,,,,,,,"-","-","B","-","U","08","A",2004
"SISK",11101,"HCME","N","227050015",150700,"13570","BCCH","2","J",,"U",,,"0","0","2","0","N","0","2",62,0,"300",2004-07-12,"105","02","02",,,,,,,,,,,,,"-","-","B","-","U","08","A",2004
"SISK",11101,"HCME","N","237041723",150700,"13570","BCCH","2","S",,"U",,"0","0","1","0","0","N","1","0",60,9.3,"300",2005-07-06,"064","04","04",,,,,,,,,,,,,"-","-","-","-","U","07","A",2005
"SISK",11101,"HCME","N","239052601",150700,"13570","BCCH","2","JS",,"U",,"1","0","0","0","4","N","0","1",58,10.1,"300",2000-07-31,"100","01","01",,,,,,,,,,,,,"-","-","-","-","U","10","A",2000
"SISK",11101,"HCME","N","239052820",150700,"13570","BCCH","1","P",,"U",,,"0","0","0","0","N","2","0",63,11.7,"300",2001-06-20,"093","02","02",,,,,,,,,,,,,"-","-","-","-","U","06","A",2001
"SISK",11101,"HCME","R","239052820",150700,"13570","BCCH","6","R",,"U",,,"0","0","2","0","N","1","0",63,11.3,"300",2002-06-10,"091","01","01",,,,,,,,,,,,,"-","-","-","-","U","05","A",2002
"SISK",11101,"HCME","N","246023715",150700,"13570","BCCH","2","S",,"U",,"0","0","0","0","0","N","1","3",58,9.6,"300",2007-07-25,"090","02","02",,,,,,,,,,,,,"-","-","-","-","U","09","A",2007
"SISK",11101,"HCME","N","254085014",150700,"13570","BCCH","2","S",,"U",,"1",,,,,,,,0,0,"300",2008-08-04,"094","01","01",,,,,,,,,,,,,"-","-","-","*","U","10","A",2008
"SISK",11101,"HCME","N","254085015",150700,"13570","BCCH","2","S",,"U",,"2",,,,,,,,0,0,"300",2008-08-04,"094","02","02",,,,,,,,,,,,,"-","-","-","*","U","10","A",2008
"SISK",11101,"HCME","N","254085016",150700,"13570","BCCH","2","S",,"U",,"0",,,,,,,,0,0,"300",2008-08-04,"094","01","01",,,,,,,,,,,,,"-","-","-","*","U","10","A",2008
"SISK",11101,"HCME","N","256080198",150700,"13570","BCCH","2","S",,"U",,"2","0","5","0","2","N","0",,59,9.6,"300",2009-07-23,"074","04","04",,,,,,,,,,,,,"-","-","*","*","U","09","A",2009
"SISK",11101,"HCME","N","261008675",150700,"13570","BCCH","2","S",,"U",,"1","0","0","0","1","N","1",,60,11.3,"300",2010-08-02,"095","04","04",,,,,,,,,,,,,"-","-","*","*","U","10","A",2010
"SISK",11101,"HCME","N","261008676",150700,"13570","BCCH","2","S",,"U",,"2","0","0","0","0","N","1",,60,9.9,"300",2010-08-02,"095","04","04",,,,,,,,,,,,,"-","-","*","*","U","10","A",2010
"SISK",11101,"HCME","N","261008677",150700,"13570","BCCH","2","S",,"U",,"2","0","0","2","3","N","1",,59,9.8,"300",2010-08-02,"102","04","04",,,,,,,,,,,,,"-","-","*","*","U","10","A",2010
"SISK",11101,"HCME","U",,151000,"13600","CBCH","0",,,"U",,,,,,,,,,0,0,"000",2005-06-23,"065","01","01",,,,,,,,,,,,,"-","U","-","-","O","06","A",2005
"SISK",11101,"HCME","N","174067118",151000,"13600","CBCH","2","JS",,"U",,"0","0","0","0","0","N","0","2",58,8.8,"300",1996-07-01,"090","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",1996
"SISK",11101,"HCME","N","174067119",151000,"13600","CBCH","2","JS",,"U",,"0","0","0","1","0","N","0","2",59,8.6,"300",1996-07-01,"090","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",1996
"SISK",11101,"HCME","N","174067120",151000,"13600","CBCH","1","AS",,"F","B","6","0","4","1","0","N","0","0",58,9,"300",1996-07-01,"090","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",1996
"SISK",11101,"HCME","N","174067121",151000,"13600","CBCH","2","JS",,"U",,"0","0","0","0","0","N","0","2",61,9.3,"300",1996-07-01,"090","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",1996
"SISK",11101,"HCME","N","192088562",151000,"13600","CBCH","2","U",,"U",,"0",,,"0",,,,,60,9,"300",1992-07-13,"093","02","02",,,,,,,,,,,,,"-","-","+","-","O","08","A",1992
"SISK",11101,"HCME","N","196049161",151000,"13600","CBCH","2","PS",,"U",,"0",,,"1",,,"0","1",61,8.9,"300",1993-07-20,"104","02","02",,,,,,,,,,,,,"-","-","-","-","O","09","A",1993
"SISK",11101,"HCME","N","196049240",151000,"13600","CBCH","1","SP",,"U",,"6",,,"0",,,"5",,59,8.9,"300",1993-08-02,"085","02","02",,,,,,,,,,,,,"-","-","-","-","O","10","A",1993
"SISK",11101,"HCME","N","196049989",151000,"13600","CBCH","1","AS",,"F","B","6",,"2","2",,,"1",,59,12,"300",1995-05-22,"112","03","03",,,,,,,,,,,,,"-","-","-","-","O","03","A",1995
"SISK",11101,"HCME","N","199024510",151000,"13600","CBCH","2","S",,"U",,"0","0","0","0","4","N","0","0",61,10,"300",1997-07-21,"081","01","01",,,,,,,,,,,,,"-","-","-","-","O","09","A",1997
"SISK",11101,"HCME","N","199024511",151000,"13600","CBCH","2","S",,"U",,"0","0","0","0","0","N","0","0",58,8.5,"300",1997-07-21,"081","01","01",,,,,,,,,,,,,"-","-","-","-","O","09","A",1997
"SISK",11101,"HCME","N","212060919",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","1","3","N","0","1",58,9.1,"300",1997-07-30,"120","02","02",,,,,,,,,,,,,"-","-","-","-","O","10","A",1997
"SISK",11101,"HCME","N","212060920",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","1","3","N","0","1",62,9.4,"300",1997-07-30,"120","02","02",,,,,,,,,,,,,"-","-","-","-","O","10","A",1997
"SISK",11101,"HCME","N","213017356",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","0","N","0","2",57,8.8,"300",2000-06-30,"084","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2000
"SISK",11101,"HCME","N","216052160",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","2","0","N","0","2",59,9,"300",1999-07-30,"090","02","02",,,,,,,,,,,,,"-","-","-","-","O","10","A",1999
"SISK",11101,"HCME","N","216052351",151000,"13600","CBCH","2","JS",,"U",,"0","0","0","2","0","N","0","1",57,8.6,"300",2000-06-21,"105","04","04",,,,,,,,,,,,,"-","-","-","-","O","06","A",2000
"SISK",11101,"HCME","N","216052374",151000,"13600","CBCH","2","J",,"U",,,"0","0","1","0","N","0","2",0,9.2,"300",2000-06-30,"080","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2000
"SISK",11101,"HCME","N","216052375",151000,"13600","CBCH","2","J",,"U",,,"0","0","1","0","N","0","2",58,8.3,"300",2000-06-30,"080","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2000
"SISK",11101,"HCME","N","216052376",151000,"13600","CBCH","2","J",,"U",,,"0","0","1","1","N","0","2",57,9.3,"300",2000-06-30,"104","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2000
"SISK",11101,"HCME","N","216052377",151000,"13600","CBCH","2","J",,"U",,,"0","0","1","0","N","0","2",60,8.1,"300",2000-06-30,"104","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2000
"SISK",11101,"HCME","N","216052378",151000,"13600","CBCH","2","JS",,"U",,"0","0","0","0","0","N","0","2",60,8.9,"300",2000-06-30,"104","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2000
"SISK",11101,"HCME","N","225050016",151000,"13600","CBCH","1","P",,"M","C",,"2","0","0","0","N","2","0",61,0,"300",2002-05-22,"075","02","02",,,,,,,,,,,,,"-","-","-","-","O","03","A",2002
"SISK",11101,"HCME","N","225050262",151000,"13600","CBCH","1","P",,"M","C",,"2","0","0","0","N","2","0",61,9.7,"300",2003-05-21,"082","01","01",,,,,,,,,,,,,"-","-","-","-","O","03","A",2003
"SISK",11101,"HCME","N","227049932",151000,"13600","CBCH","5","P",,"U",,,"1","0","0","0","N","3","0",60,9.9,"300",2004-05-21,"080","01","01",,"J",,,,,,,,,,,"-","-","-","A","O","03","A",2004
"SISK",11101,"HCME","N","227049959",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","0","N","0","2",61,9.4,"300",2004-06-21,"093","02","02",,,,,,,,,,,,,"-","-","-","-","O","06","A",2004
"SISK",11101,"HCME","N","227049977",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","0","N","0","2",60,8.5,"300",2004-06-30,"082","04","04",,,,,,,,,,,,,"-","-","B","-","O","07","A",2004
"SISK",11101,"HCME","N","227049981",151000,"13600","CBCH","2","J",,"U",,,"0","0","0","0","N","0","2",59,9.1,"300",2004-06-30,"092","02","02",,,,,,,,,,,,,"-","-","B","-","O","07","A",2004
"SISK",11101,"HCME","N","227050011",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","0","N","0","2",59,8.6,"300",2004-07-12,"095","03","03",,,,,,,,,,,,,"-","-","B","-","O","08","A",2004
"SISK",11101,"HCME","N","227050036",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","2","N","0","2",58,0,"300",2004-07-20,"080","02","02",,,,,,,,,,,,,"-","-","B","-","O","09","A",2004
"SISK",11101,"HCME","N","227050044",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","4","N","0","1",58,0,"300",2004-07-20,"100","02","02",,,,,,,,,,,,,"-","-","B","-","O","09","A",2004
"SISK",11101,"HCME","N","237041061",151000,"13600","CBCH","2","S",,"U",,"1","0","0","0","1","N","2","0",63,9.5,"300",2005-07-23,"083","02","02",,,,,,,,,,,,,"-","-","-","-","O","09","A",2005
"SISK",11101,"HCME","N","237041731",151000,"13600","CBCH","2","S",,"U",,"1",,,,,,,,0,0,"300",2005-07-06,"093","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2005
"SISK",11101,"HCME","N","237041734",151000,"13600","CBCH","2","S",,"U",,"1",,,,,,,,0,0,"300",2005-07-06,"093","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2005
"SISK",11101,"HCME","N","237041739",151000,"13600","CBCH","1","S",,"F","B","6","0","4",,,"S",,,0,0,"300",2005-07-06,"093","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2005
"SISK",11101,"HCME","N","237041740",151000,"13600","CBCH","2","S",,"U",,"0","0","0","1","0","N","0","0",62,9.5,"300",2005-07-06,"093","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2005
"SISK",11101,"HCME","N","237041741",151000,"13600","CBCH","2","S",,"U",,"0","0","0","0","0","N","1","0",60,8.7,"300",2005-07-06,"102","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2005
"SISK",11101,"HCME","N","237042471",151000,"13600","CBCH","2","S",,"U",,"0","0","0","0","0","N","2","1",59,8.9,"300",2005-07-12,"100","02","02",,,,,,,,,,,,,"-","-","-","-","O","08","A",2005
"SISK",11101,"HCME","N","237042472",151000,"13600","CBCH","1","M",,"U",,,"0","0","0","0","S","2","1",61,0,"300",2005-07-12,"100","02","02",,,,,,,,,,,,,"-","-","-","-","O","08","A",2005
"SISK",11101,"HCME","N","239052795",151000,"13600","CBCH","1","P",,"M","C",,"2","0","0","0","N","1","0",63,9.5,"300",2001-05-31,"070","02","02",,,,,,,,,,,,,"-","-","-","-","O","04","A",2001
"SISK",11101,"HCME","N","239052810",151000,"13600","CBCH","1","P",,"M","C",,"2","0","0","0","N","2","0",62,10,"300",2001-06-11,"104","02","02",,,,,,,,,,,,,"-","-","-","-","O","05","A",2001
"SISK",11101,"HCME","N","239052838",151000,"13600","CBCH","2","J",,"U",,,"0","0","1","0","N","0","1",57,9.1,"300",2001-07-02,"090","01","01",,,,,,,,,,,,,"-","-","-","-","O","07","A",2001
"SISK",11101,"HCME","N","239052839",151000,"13600","CBCH","1","P",,"F","B",,"0","2","0","0","N","2","0",55,8.4,"300",2001-07-02,"110","02","02",,,,,,,,,,,,,"-","-","-","-","O","07","A",2001
"SISK",11101,"HCME","N","239052880",151000,"13600","CBCH","2","J",,"U",,,"0","0","1","0","N","0","1",0,0,"300",2001-07-11,"083","02","02",,,,,,,,,,,,,"-","-","-","-","O","08","A",2001
"SISK",11101,"HCME","N","244048304",151000,"13600","CBCH","2","S",,"U",,"1","0","0","0","4","N","1","0",61,9.1,"300",2005-08-12,"103","02","02",,,,,,,,,,,,,"-","-","B","-","O","10","A",2005
"SISK",11101,"HCME","N","251052164",151000,"13600","CBCH","1","P",,"U",,,"1","0",,"0","N","2",,60,9.6,"300",2008-05-26,"065","04","04",,,,,,,,,,,,,"-","-","-","*","O","03","A",2008
"ARCA",11106,"HOME","U",,150700,"13570","BCCH","1","B",,"F","B",,"0","1","1","0","N","1","0",0,,"000",2008-05-25,"082","?","?",,,,,,,,,,,,,"-","U","-","*","O","03","B",2008
"ARCA",11106,"HOME","U",,150700,"13570","BCCH","2","J",,"U",,,,,,,,,"2",0,,"000",2008-07-27,"071","01","01","S",,,,,,,,,,,,"-","U","-","*","O","10","A",2008
"ARCA",11106,"HOME","N","198020567",150700,"13570","BCCH","2","S",,"U",,"2","0","0","2","2","A","0","3",60,10.3,"300",1994-08-05,"093","08","08",,,,,,,,,,,,,"-","-","-","-","O","10","A",1994
"ARCA",11106,"HOME","N","198020570",150700,"13570","BCCH","2","JS",,"U",,"2","0","0","2","0","N","1","2",60,10.2,"300",1994-08-05,"101","08","08",,,,,,,,,,,,,"-","-","-","-","O","10","A",1994
"ARCA",11106,"HOME","N","212057010",150700,"13570","BCCH","2","SJ",,"U",,"2","0","0","2","2","N","2","2",61,11.6,"300",1997-08-01,"092","01","01",,,,,,,,,,,,,"-","-","-","A","O","10","A",1997
"ARCA",11106,"HOME","R","219058034",150700,"13570","BCCH","2","S",,"U",,"1","0","0","2","3","N","1",,,12.3,"300",1999-07-31,"100","01","01",,,,,,,,,,,,,"-","-","B","-","O","10","A",1999
"ARCA",11106,"HOME","N","219058047",150700,"13570","BCCH","2","S",,"U",,"1","0","0","2","0","N","0",,,10.9,"300",1999-07-16,"090","08","08",,,,,,,,,,,,,"-","-","-","-","O","08","A",1999
"ARCA",11106,"HOME","N","219058061",150700,"13570","BCCH","2","S",,"U",,"2","0","0","1","1","N","1","2",,11,"300",1999-07-31,"100","03","03",,,,,,,,,,,,,"-","-","B","-","O","10","A",1999
"ARCA",11106,"HOME","N","219058070",150700,"13570","BCCH","2","J",,"U",,"2","0","0","1","2","N","0","2",,11.5,"300",1999-08-06,"100","08","08",,,,,,,,,,,,,"-","-","-","-","O","10","B",1999
"ARCA",11106,"HOME","N","219058290",150700,"13570","BCCH","1","P",,"U",,,"0","0","2","0","N","2","0",60,11,"300",2000-05-19,"083","08","08",,,,,,,,,,,,,"-","-","-","-","O","02","A",2000
"ARCA",11106,"HOME","N","219058379",150700,"13570","BCCH","2","S",,"U",,"0","0","0","1","0","N","0",,59,10,"300",2000-07-06,"063","08","08",,,,,,,,,,,,,"-","-","-","A","O","07","B",2000
"ARCA",11106,"HOME","N","219058396",150700,"13570","BCCH","2","SJ",,"U",,"1","0","0","2","0","N","0","3",61,10,"300",2000-07-11,"092","08","08",,,,,,,,,,,,,"-","-","-","-","O","08","A",2000
"ARCA",11106,"HOME","N","219058397",150700,"13570","BCCH","2","SJ",,"U",,"1","0","0","2","2","N","1","3",64,12,"300",2000-07-11,"095","01","01",,,,,,,,,,,,,"-","-","B","-","O","08","A",2000
"ARCA",11106,"HOME","R","222046190",150700,"13570","BCCH","6","R",,"M","R",,"0","0","1","0","N","3","0",61,11.4,"300",2002-05-21,"092","01","01",,,,,,,,,,,,,"-","-","-","-","O","03","A",2002
"ARCA",11106,"HOME","N","239060061",150700,"13570","BCCH","2","S",,"U",,"1","0","0","2","0","N","1","0",60,11.5,"300",1996-07-06,"092","08","08",,,,,,,,,,,,,"-","-","-","-","O","07","A",1996
"ARCA",11106,"HOME","N","243004363",150700,"13570","BCCH","2","S",,"U",,"1","0","0","1","0","N","0","3",63,11.2,"500",2006-07-17,"071","08","08","S",,,,,,,,,,,,"-","-","-","-","O","09","A",2006
"ARCA",11106,"HOME","N","243004364",150700,"13570","BCCH","2","S",,"U",,"2","0","0","0","0","N","0","3",58,9.8,"300",2006-07-17,"071","08","08",,,,,,,,,,,,,"-","-","-","-","O","09","A",2006
"ARCA",11106,"HOME","R","243005109",150700,"13570","BCCH","1","P",,"M","R",,"0","0","1","0","N","3","0",0,,"300",2008-05-06,"083","08","08",,,,,,,,,,,,,"-","-","-","*","O","01","B",2008
"ARCA",11106,"HOME","R","243005109",150700,"13570","BCCH","1","C",,"M","C",,"2","0","2","0","N","3","0",0,,"300",2008-05-21,"082","03","03",,,,,,,,,,,,,"-","-","-","*","O","03","A",2008
"ARCA",11106,"HOME","R","243005109",150700,"13570","BCCH","1","F",,"M","C",,"1","0","0","0","N","3","0",0,,"300",2008-06-29,"073","03","03",,,,,,,,,,,,,"-","-","B","*","O","06","B",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","L",,"F","B",,"0","4","2","0","N","4","0",0,,"300",2008-05-18,"092","03","03",,,,,,,,,,,,,"-","-","B","*","O","02","B",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","R",,"F","B",,"0","1","1","0","N","2","0",0,,"300",2008-05-21,"082","03","03",,,,,,,,,,,,,"-","-","-","*","O","03","A",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","R",,"F","B",,"0","2","1","0","N","4","0",0,,"300",2008-06-05,"094","03","03",,,,,,,,,,,,,"-","-","-","*","O","04","B",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","R",,"F","B",,"0","2","1","0","N","3","0",0,,"300",2008-06-11,"072","03","03",,,,,,,,,,,,,"-","-","-","*","O","05","A",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","R",,"F","B",,"0","1","2","1","N","3","0",0,,"300",2008-06-19,"075","10","10",,,,,,,,,,,,,"-","-","B","*","O","05","B",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","R",,"F","B",,"0","4","0","0","N","3","0",0,,"300",2008-06-22,"080","07","07",,,,,,,,,,,,,"-","-","B","*","O","06","A",2008
"ARCA",11106,"HOME","R","243005304",150700,"13570","BCCH","5","R",,"F","B",,"0","2","1","0","N","3","0",0,,"300",2008-06-29,"091","04","04",,,,,,,,,,,,,"-","-","B","*","O","06","B",2008
"ARCA",11106,"HOME","N","243005869",150700,"13570","BCCH","2","S",,"U",,"2","0","0","2","2","N","1","1",0,,"300",2008-07-20,"105","01","01",,,,,,,,,,,,,"-","-","-","*","O","09","A",2008
"ARCA",11106,"HOME","N","243005879",150700,"13570","BCCH","2","S",,"U",,"2","0","0","1","0","N","2","0",0,,"300",2008-07-27,"095","01","01",,,,,,,,,,,,,"-","-","-","*","O","10","A",2008
"ARCA",11106,"HOME","N","243005880",150700,"13570","BCCH","2","S",,"U",,"2","0","0","3","0","N","0","0",0,,"300",2008-07-27,"095","01","01",,,,,,,,,,,,,"-","-","-","*","O","10","A",2008
"ARCA",11106,"HOME","N","243005881",150700,"13570","BCCH","2","S",,"U",,"2","0","0","1","3","N","1","0",0,,"300",2008-07-27,"102","08","08",,,,,,,,,,,,,"-","-","-","*","O","10","A",2008
"ARCA",11106,"HOME","U",,151000,"13600","CBCH","2","J",,"U",,,,,,,,,,0,0,"000",1998-06-23,"084","03","03",,,,,,,,,,,,,"-","U","-","-","B","06","A",1998
"ARCA",11106,"HOME","U",,151000,"13600","CBCH","0",,,"U",,,,,,,,,,0,0,"000",2000-07-28,"090","03","03",,,,,,,,,,,,,"-","U","-","A","B","09","B",2000
"ARCA",11106,"HOME","U",,151000,"13600","CBCH","2","J",,"U",,,"0","0","2","0","N","1","3",60,0,"000",2002-07-01,"090","03","03","L",,,,,,,,,,,,"-","U","-","-","B","07","A",2002
"ARCA",11106,"HOME","U",,151000,"13600","CBCH","0",,,"U",,,,,"0",,,,,0,0,"000",2002-07-13,"100","03","03",,,,,,,,,,,,,"-","U","-","-","B","08","A",2002
"ARCA",11106,"HOME","U","5157",151000,"13600","CBCH","2","J",,"U",,,"0","0","2","0","N","1","3",67,8.9,"000",2002-07-23,"080","06","06","D",,,,,,,,,,,,"-","-","-","A","B","09","A",2002
"ARCA",11106,"HOME","N","175095928",151000,"13600","CBCH","2","S",,"F","R","1","0","0","1","0","N","1","0",57,7.9,"300",1992-07-03,"090","03","03",,,,,,,,,,,,,"-","-","+","-","B","07","A",1992
"ARCA",11106,"HOME","N","175095930",151000,"13600","CBCH","2","S",,"U",,"1","0","0","1","2","N","1","3",57,8.9,"300",1992-07-03,"090","04","04",,,,,,,,,,,,,"-","-","+","-","B","07","A",1992
"ARCA",11106,"HOME","R","175095930",151000,"13600","CBCH","2","S",,"U",,"1","0","0","1","2","A","1","0",57,9.2,"300",1992-07-07,"092","03","03",,,,,,,,,,,,,"-","-","+","-","B","07","B",1992
